,M 1,M 2,M 3,M 4,M 5,M 6,M 7,M 8,M 9,M 10,M 11,M 12,M 13
744,NA,-2.838851672,NA,1.857731609,-0.746154961,-0.216434481,0.13045764,-0.496280454,NA,-0.468349463,-2.653013719,-1.080971976,NA
745,NA,-2.769762479,NA,1.96982801,-1.137201343,-0.156780513,0.13777033,-0.549288932,-1.550760427,-0.762513268,-2.631485506,-0.977395795,NA
746,NA,-2.371962386,NA,1.69177428,-0.949023852,0.623594954,0.168631233,-0.756736407,-1.550760427,-0.606676975,-2.549460712,-1.083985361,NA
747,NA,NA,NA,1.52106256,-3.957441807,1.044242413,NA,NA,-1.65943703,0.372601355,NA,NA,NA
748,NA,NA,NA,1.373208777,-3.18649972,0.559986407,NA,NA,-1.839869604,0.295857386,NA,NA,NA
749,NA,NA,NA,1.44908508,-3.144637657,0.201795803,-1.23042522,NA,-1.930526296,0.276819285,NA,NA,NA
750,NA,-0.388217977,0.620110642,1.387280827,-3.445168201,-0.725260527,-0.6495998,NA,-1.457425358,0.112395478,NA,1.143984839,NA
751,NA,-0.164336711,0.24045874,1.560205032,-2.905094275,-1.165234175,-0.375189108,-1.386963556,-1.050263335,0.100895723,NA,-0.056331788,NA
752,NA,0.225822699,-0.272075749,1.837022085,-2.551020658,-1.093006354,0.10566074,-1.500337762,-0.886285996,-0.632822666,NA,-0.728594516,NA
753,NA,0.059036418,-0.272075749,1.894607523,-2.44724338,-1.147148472,0.45847854,-1.500337762,-0.815812935,-0.864823232,NA,-0.728594516,NA
754,NA,0.334716894,-0.68042824,1.944744253,-2.255995154,-0.675610551,0.248503704,-1.517712632,-0.734595673,-0.888632634,NA,-0.82484474,NA
755,NA,-0.063216204,-0.598653068,1.714084703,-2.304478472,-1.316889541,-0.286591062,-1.558942918,-1.40892132,-1.632912464,NA,-0.760332561,NA
756,NA,-0.706356679,0.20582508,0.82092678,-1.914984788,-1.510255552,-1.04284816,0.029667074,-1.692231378,-0.334121064,1.736690072,-0.332121557,NA
757,NA,-0.544347591,0.293139678,0.874975865,-2.325989703,-1.224898226,-0.565337159,0.029667074,-1.712440514,-0.345442426,1.736690072,-0.332121557,NA
758,NA,-1.516861264,0.293139678,1.226258181,-1.786896283,-1.290435309,-0.398226125,-0.712269903,-1.718829492,-0.39415855,-1.622747238,-0.606444358,NA
759,NA,-2.779089874,0.293139678,1.52511901,-1.48966651,-0.686583228,-0.195552669,-1.09475216,-0.868926719,-0.586409125,-2.090088018,-0.863170976,NA
760,NA,-2.776122212,0.291671391,1.89133937,-2.167472928,-0.193914959,-0.312325493,-1.470081138,-2.116849981,-0.556766027,-2.509054792,-1.240086349,NA
761,1.694800791,-1.475960166,-0.696750399,2.116260822,-1.610687889,-0.016566113,-0.156027403,-1.441101971,-1.671773947,-0.304649721,-2.353340701,-1.248886959,NA
762,1.395265445,-0.747388266,-0.696750399,2.008454573,-1.42930232,0.210503858,-0.212295421,-1.428287753,-1.48936368,-0.134957462,-2.284925824,-1.252923321,NA
763,1.52954182,0.261330646,0.029002433,2.009476518,-1.135657729,0.768897449,-0.061783941,-1.271694132,-1.40389071,0.283612404,-2.232573125,-1.222921083,NA
764,1.298609294,0.618058458,0.861609522,1.962956022,-0.541020541,0.500634684,0.122364393,-1.242058605,-0.901307658,0.139382067,-1.874796412,-1.214886773,NA
765,1.069605943,0.332801903,0.667063372,1.894250537,-0.542768491,0.401527913,0.027955403,-1.250372522,-0.770337971,0.311434318,-1.754573358,-1.183262771,NA
766,1.132884644,0.010202456,0.667063372,1.942729331,-0.508535121,0.205870315,0.230770525,-1.343976114,-0.698949596,0.080467001,-1.741987964,-1.10733932,NA
767,0.61378505,-1.166868131,0.740794739,1.960941549,-0.336609789,-0.188536603,0.095709235,-1.414663429,-0.783366126,0.286665608,-1.478034147,-1.167232804,NA
768,0.345251479,-1.33046149,0.395494774,2.006977417,-0.312955311,-0.253332857,0.144106341,-1.434540411,-1.03861605,0.245192164,-1.101790591,-1.173826387,NA
769,0.132676944,-1.357347195,0.911416193,1.84797577,-0.224007718,-0.231062973,0.155306094,-1.32247978,-1.079292595,0.176451765,-0.724827893,-1.159787753,NA
770,0.746538006,-1.339570981,0.766938032,1.897599154,-0.375265855,-0.521021702,-0.027066391,-1.195758701,-1.134749051,0.383478603,-0.229115548,-1.189390986,NA
771,0.90621745,-0.704055028,1.033717725,1.701788686,-0.993666758,-0.766509163,-0.002593337,-1.141797068,-1.056824036,0.052166602,-0.394826294,-1.116706365,NA
772,0.727461023,-1.384293771,0.999486866,1.556530055,-1.262951363,-0.642582502,-0.092283082,-0.859988455,-0.989533724,-0.050307327,-0.039328644,-1.045903536,NA
773,0.682334825,-1.073820356,1.13895299,1.688587382,-1.34419502,-0.640781941,-0.145324404,-1.022758918,-0.913455405,-0.010148072,-0.23121687,-1.143702489,NA
774,0.417560378,-0.631983418,1.239299335,1.648314669,-1.211691254,-0.114225091,0.022724426,-0.917069996,-0.963613675,-0.025982666,-0.439239749,-1.085384939,NA
775,0.508119686,0.653754457,0.29579121,1.797382111,-0.834992625,0.296568264,0.165439384,-1.016000959,-0.977498444,0.016749951,-0.41095212,-1.136709369,NA
776,0.553244453,0.563941357,0.62892213,1.860146029,-0.575147279,0.239718384,0.300394816,-1.264076297,-1.175605614,0.193832451,-0.789600589,-1.134954963,NA
777,0.492400125,0.644491462,0.478069312,1.848669457,-0.535436119,0.16180954,0.463752435,-1.266772966,-1.20040985,0.195695464,-0.892200274,-1.067313102,NA
778,0.456019774,0.592358631,0.560047981,1.924114334,-0.861817323,-0.205269542,0.44224518,-1.322726267,-0.649808321,0.147400133,-1.010787124,-1.1298719,NA
779,0.258705887,0.51934729,0.92315665,1.945049271,-1.01218532,-0.238872097,0.306992247,-1.243545014,-0.487446657,0.131590059,-1.058417853,-1.05835781,NA
780,0.456597876,0.693380899,0.927478235,1.908734568,-0.820165496,0.064531732,0.378553081,-1.189258001,-0.392921978,0.329504297,-1.591994006,-0.988920876,NA
781,0.389478662,0.542143865,0.676155305,1.98994318,-0.620651217,-0.004097914,-0.087307491,-1.108470888,-0.490463836,0.29971362,-1.419658875,-0.959150706,NA
782,0.389478662,0.691011556,0.585880089,2.002497098,-0.35646874,-0.061791576,-0.043956909,-1.086818625,-0.804398284,0.001197888,-0.787643199,-0.772480118,NA
783,0.432086264,1.130474311,0.626354427,2.046660488,-0.374313994,-0.131303832,-0.039924266,-1.117718167,-0.862354702,-0.012177688,-1.05848424,-0.816564708,NA
784,0.244222671,0.770615698,0.347717322,2.114389945,-0.426964699,-0.016143977,-0.049958368,-1.204865968,-0.888473776,-0.123068171,-1.167564712,-0.933818618,NA
785,0.381919444,0.72864756,0.76734584,2.045121908,-0.435524486,0.450914353,0.455808113,-1.305435795,-1.004175599,-0.16205818,-1.724308853,-0.982832155,NA
786,0.120414458,0.381186495,-0.017753682,1.902664382,-0.428175982,0.684347004,0.622181085,-1.318695967,-1.119506489,0.215744902,-1.833584407,-0.990829531,NA
787,0.06511076,-0.833131852,0.027684174,1.742612352,-0.096940414,0.579500513,1.02177601,-1.373781344,-1.466258363,0.1660113,-1.445205741,-0.979199306,NA
788,0.569216172,-0.844991779,0.082700486,1.908291739,0.101053619,0.35800232,0.93574196,-1.175686123,-1.615718956,-0.042250705,-1.051355502,-0.875252537,NA
789,0.40350681,0.007577326,-0.190106683,1.890797724,0.293675321,0.021478911,0.921037263,-1.139390928,-1.476075868,-0.237222238,-0.765800649,-1.072367918,NA
790,0.456019774,0.31201371,0.504458968,2.044308571,0.060577173,-0.097103579,0.748193345,-1.087397022,-1.435346842,-0.466730944,-0.851983142,-1.248886959,NA
791,0.553244453,0.799478561,0.541226605,1.896511448,-0.567560823,-0.307948502,0.607362782,-1.208856101,-1.369599617,-0.288607867,-0.774288807,-1.142507132,NA
792,0.200660497,0.832801243,0.422383367,1.665103843,-0.867290499,-0.320143206,0.671043697,-1.27591312,-1.525785946,-0.110020887,-0.881395204,-1.176235606,NA
793,0.457574941,0.479135876,1.115787844,1.737286065,-1.238667444,-0.164449953,0.700899641,-0.94468669,-1.244545741,-0.07803162,-1.027993115,-1.143551828,NA
794,1.069605943,0.315245616,0.586493636,1.666778142,-0.804349761,0.084214546,0.714087565,-1.043813818,-1.2576761,0.028077471,-1.210356106,-1.131559178,NA
795,0.957810546,0.473612609,0.586493636,1.676301429,-0.396814202,0.331420181,0.547738904,-0.934294669,-1.16346712,-0.064065868,-1.502280535,-1.189432421,NA
796,0.754933154,0.419892907,0.125469037,1.757777183,-0.393941208,0.409406195,0.384110203,-0.920783453,-0.838339238,-0.139763017,-1.259259151,-1.079135518,NA
797,0.963315665,0.263873778,-0.528488771,1.651925813,-0.389082987,0.191832171,-0.041003625,-1.310382806,-1.14982225,-0.412796644,-0.628730877,-0.993479201,NA
798,0.092940446,0.396245992,-0.053616065,1.787357234,-0.482114719,-0.236312441,-0.177583851,-1.291758915,-1.123085307,-0.574176529,-0.056699407,-0.911618138,NA
799,0.132676944,0.270532122,0.405819314,1.901124808,-0.466098738,-0.21086625,-0.291031337,-1.33904807,-0.978384297,-0.7225032,-0.174417926,-0.956771377,NA
800,0.250995216,0.08760572,0.772769095,2.014596928,-0.523674113,-0.033768604,-0.11411018,-1.366662607,-1.095136636,-0.490783144,-0.905366183,-1.083315124,NA
801,0.682853994,0.248701802,0.941545599,2.044135427,-0.603961013,-0.007115387,0.107787535,-1.340842385,-0.968951876,0.007644466,-1.432035686,-1.157370781,NA
802,0.90621745,0.111490239,0.922231843,2.007305643,-0.652622489,0.174589203,0.070785345,-1.43415182,-1.006380871,0.116161523,-1.364502507,-1.188456939,NA
803,0.634829913,0.017614128,0.982246303,1.931443482,-0.700068804,0.267867488,0.147888246,-1.418566189,-1.026029691,0.251792997,-1.175769265,-1.1934201,NA
804,0.456597876,0.231510826,0.405819314,1.831577628,-0.648912537,0.287654673,0.289285509,-1.296565813,-0.958435228,0.270853967,-1.045297903,-1.104315426,NA
805,0.295063708,0.34420404,0.183584928,1.838712854,-0.495102468,0.37580468,0.438107355,-1.33987468,-0.884522748,0.279894245,-1.0680686,-1.098211042,NA
806,0.165973336,0.131459429,-0.195529251,1.844563108,-0.263665932,0.465491475,0.565741986,-1.289817905,-0.847869655,0.38987132,-1.366161275,-1.112565801,NA
807,0.323244397,0.408960619,-0.404032561,1.937404076,-0.496240794,0.661058525,0.632810599,-1.355879474,-0.823087855,0.205532552,-1.481306364,-0.987841435,NA
808,0.258705887,0.098280754,-0.362474847,2.064215866,-0.641814556,0.777646209,0.562697177,-1.534464096,-0.942053857,0.117621773,-1.457068439,-1.084822389,NA
809,0.207540548,-0.241668687,-0.190106683,1.806419902,-0.691378827,0.791460024,0.503725385,-1.390410797,-1.186740431,0.07691669,-1.101053209,-1.024698734,NA
810,0.185734729,0.318278396,0.033531246,1.788879231,-0.936471564,0.599050966,0.447901806,-1.240507133,-1.029356759,-0.016684203,-1.100745879,-1.004533719,NA
811,0.207540548,0.45662251,0.265141428,1.894088977,-0.642264247,0.461590712,0.201481242,-1.172507828,-0.875678994,0.078098662,-1.162330396,-1.075455628,NA
812,0.362290503,0.441796855,0.312079827,1.874818493,-0.325883586,0.402290329,0.291313343,-1.140949462,-1.077410379,0.156610364,-1.404618447,-1.082395933,NA
813,0.796061665,0.68412467,-0.022085405,2.141865933,-0.318599997,0.502770717,0.2639598,-1.317026395,-0.7981687,0.143824498,-1.779831921,-1.199416516,NA
814,0.861557352,0.377511077,0.183584928,2.033340475,-0.22655239,0.572359996,0.26540064,-1.409578929,-0.903908117,0.128433193,-1.832512056,-1.13195198,NA
815,0.407222774,0.385760482,0.423293149,1.926974428,-0.231012099,0.4024355,0.512232547,-1.513159934,-1.122952214,0.211788569,-1.985999362,-1.174216178,NA
816,0.457574941,0.83212127,0.601810392,1.886002307,-0.227152079,0.290122314,0.501276832,-1.400588847,-0.989841521,0.103902571,-1.926298346,-1.139043895,NA
817,0.323244397,0.86300818,0.518046823,1.807892034,-0.289558159,0.230654947,0.513342478,-1.276039921,-1.282371514,0.087731562,-1.814211799,-1.017005104,NA
818,0.277901647,1.040873932,0.164166925,1.842358793,-0.10909081,0.014599931,0.369301426,-1.112305915,-1.380375357,0.133800159,-1.766438607,-0.986742163,NA
819,0.796061665,0.787682095,-0.0949593,1.814320806,-0.182443213,0.174999614,0.184871645,-0.911279695,-1.478892857,0.199114755,-1.488708498,-0.910229624,NA
820,1.128411398,0.325811341,-0.187596353,1.911778697,-0.248047071,0.137728661,0.292096898,-0.89980512,-1.118108006,0.441015538,-1.268352385,-0.816350493,NA
821,0.682853994,0.606082196,0.276413561,1.499090478,-0.221279236,0.026503056,0.245018958,-1.060710526,-0.968205544,0.383850714,-1.397935126,-0.909041583,NA
822,0.502824617,0.349949588,0.09897629,1.549371282,-0.039840663,0.495356399,0.31198473,-1.038226473,-0.923640604,0.314952913,-0.748385904,-1.100265299,NA
823,0.362290503,0.309861847,0.023643709,1.8143289,-0.037187857,0.55085606,-0.019657809,-1.170007223,-0.748580666,0.175529798,-0.385552537,-1.097067022,NA
824,0.092940446,0.64458041,-0.010876091,1.727228899,-0.062655027,0.7057615,-0.121245598,-1.202787702,-0.965380965,-0.048417403,-0.169778735,-1.19440005,NA
825,0.464369305,0.629178043,-0.196903737,1.943991575,-0.183775583,0.495781756,-0.123382302,-1.210504884,-1.06752043,0.069662988,-0.258209147,-1.192421827,NA
826,0.980099247,0.844577289,0.272075749,2.055076131,-0.266324951,0.406564726,0.002297293,-1.447159561,-0.949620392,0.102819814,-1.064992787,-1.192897297,NA
827,0.861557352,0.816000994,0.76734584,1.930413961,-0.302391722,0.501833649,0.285463743,-1.384346322,-1.013626259,0.253580461,-1.446381171,-1.17000386,NA
828,0.594703305,0.722219309,0.824889026,2.036978713,-0.582392193,0.401230913,0.238569915,-1.298864078,-1.068140888,0.274263346,-1.248815995,-1.176489726,NA
829,0.90621745,0.527456301,0.541226605,2.01458918,-0.567345027,0.292349677,0.294100834,-0.763074358,-0.904808746,0.086975281,-0.945020742,-1.152637145,NA
830,0.938661758,0.299195399,0.409324175,2.078677336,-0.800630373,0.127761503,0.190179346,-0.485263232,-1.09451745,-0.046655872,-0.211174562,-1.07229314,NA
831,0.8878869,0.141666154,-0.119846653,2.082176105,-0.593016185,-0.148190188,0.225126946,-0.517379573,-1.170180769,0.040503856,0.320525073,-1.095420932,NA
832,1.039088947,0.309713318,-0.385497018,1.990563201,-0.295819643,-0.030308813,0.169697422,-0.646637524,-1.090538168,-0.03513421,-0.160731004,-1.050845459,NA
833,0.747366114,0.698096502,0.408391343,1.973992972,-0.025222622,0.02928949,0.196171449,-1.050560302,-1.035775931,0.096405386,-0.197581642,-1.11590289,NA
834,0.682506537,0.983673591,0.519909935,1.942102762,0.044446559,0.194852275,0.359866671,-0.965332079,-0.900640859,0.238189984,-0.76736032,-1.147912466,NA
835,0.553244453,1.123334937,0.780242408,1.994656657,0.135117318,0.364496211,0.635781049,-0.995944087,-0.734383168,0.129212587,-0.69606078,-0.935409696,NA
836,0.143664176,1.031875896,0.837109604,2.055702394,0.207793377,0.477658015,0.824493481,-1.113731926,-0.770911813,0.348965656,-1.177477719,-1.024806747,NA
837,0.327849258,0.935247764,0.455511475,2.019290032,0.050004519,0.709409575,0.971993304,-1.248542531,-0.777151309,0.206357098,-1.370653572,-1.026931847,NA
838,0.682404837,0.958767844,0.066512514,1.9829186,-0.171718465,0.637355496,0.978322499,-1.420604126,-0.94715887,0.175407755,-0.947871107,-1.019562471,NA
839,0.682334825,0.484536511,0.141222474,1.841183904,-0.314054049,0.61620192,0.773463114,-1.278328357,-1.148247044,0.067939014,-0.873789242,-1.158911943,NA
840,0.71734544,-0.034224539,0.401071825,1.874859202,-0.402138794,0.373888574,0.708912857,-1.187866301,-1.129191144,-0.04524847,-0.429404029,-1.156920055,NA
841,0.71107632,-0.160269438,0.571960837,1.861911332,-0.433293935,0.482334272,0.53538967,-1.133758436,-1.199968375,0.030697477,-0.537952638,-1.114965575,NA
842,0.619949857,-0.327178256,0.598612629,1.887573611,-0.44658616,0.468706491,0.324109216,-1.09681697,-1.1890728,0.069025175,-0.463344749,-1.105338775,NA
843,0.839770514,0.086463847,0.568523738,1.90215142,-0.790532449,0.295582734,0.123548347,-1.232776245,-0.97565584,0.150787582,-0.315584408,-0.874315629,NA
844,0.862892596,0.483356506,0.170528465,1.839109148,-0.761417485,0.510640007,-0.119324339,-1.236418071,-0.613252626,0.389968238,-0.115885319,-0.780460549,NA
845,0.894123853,0.593695385,0.036540278,1.885055138,-0.528150781,0.465447114,-0.084353915,-1.352347673,-0.505580089,0.462584054,-0.287142998,-0.794382781,NA
846,0.626155182,0.676365145,0.268413194,1.882241869,-0.492505964,0.4251507,0.008001343,-1.39972291,-0.610589547,0.389220778,-0.284239778,-0.740577229,NA
847,0.407222774,0.356348913,0.192651077,1.859593903,-0.49778723,-0.013427706,0.253163708,-1.299825676,-0.732259459,0.420391128,-0.557526846,-0.926102743,NA
848,0.200660497,0.553442192,0.341498528,1.777996108,-1.210641906,-0.396418996,0.454253818,-1.002994516,-1.168681441,0.084481233,-0.932612472,-0.927894406,NA
849,0.323244397,0.621580163,0.1672358,1.845783671,-1.485620588,-0.731860191,0.373804729,-0.908161213,-1.247739927,0.01811194,-0.769659425,-0.972691099,NA
850,0.388660046,0.906211523,0.547823726,1.842900304,-1.592993781,-1.04846864,0.388590442,-0.915752095,-1.191505297,-0.144219424,-0.995935334,-1.130072251,NA
851,0.938661758,0.999587614,0.28967084,1.874507519,-1.136115793,-0.439771923,0.340803548,-1.028634982,-1.318491978,-0.447913362,-1.384116628,-1.199416516,NA
852,0.861985058,0.902759731,-0.053616065,2.010946985,-0.151844626,-0.508897285,0.551152165,-1.113784273,-1.23836937,-0.398354295,-1.343921971,-1.150648333,NA
853,1.283077684,0.997316444,-0.009667478,1.997413201,-0.220868899,-0.484803852,0.478609462,-1.118446603,-1.114362052,-0.459605808,-1.118324834,-1.108529333,NA
854,1.283077684,0.743540488,-0.009667478,1.992271477,-0.428573148,-0.492794178,0.455581257,-1.076686245,-1.089544604,-0.439797427,-1.177801379,-1.066894787,NA
855,0.795608968,0.912056478,0.494189772,2.026476304,-0.269120241,-0.488630924,0.291964988,-1.166408572,-0.976760231,-0.254539281,-1.151782169,-1.042165118,NA
856,0.957810546,0.767579421,1.033717725,2.006037018,-0.286131354,-0.025258523,0.178545274,-1.289503195,-1.114430924,-0.007064755,-1.640502026,-1.118194525,NA
857,0.57641487,0.298075882,0.931366314,1.978949657,-0.496609921,0.293734792,0.574743007,-1.308895613,-1.226272365,0.00407072,-1.851780242,-1.110561186,NA
858,0.57641487,0.381009054,0.721046886,2.001092062,-0.432016802,0.197864269,0.63134745,-1.326178353,-1.103341914,0.011227725,-1.718408144,-1.103165408,NA
859,1.026909603,0.194791632,0.6280537,1.776500397,-0.725772946,0.317265412,0.74460254,-1.254672199,-1.103692363,0.08362711,-1.542858904,-1.099177812,NA
860,1.131895906,0.537638315,-0.099347806,1.911644373,-0.918550531,0.378388718,0.866963002,-1.254672199,-0.933057785,-0.052787992,-1.403551393,-1.070092436,NA
861,0.832498564,0.879806801,-0.22356748,1.928618208,-0.845528208,0.222254771,0.607010133,-1.264889727,-0.951536619,0.165983375,-1.28651377,-1.133200556,NA
862,0.901745247,1.062734174,-0.357533729,1.948921304,-0.820385253,0.465650028,0.57264351,-1.071907408,-1.077753642,0.235065824,-1.164380559,-1.117432757,NA
863,0.884090747,1.055656282,-0.573497561,2.160827447,-0.649957359,0.40334663,0.516323828,-1.166986856,-1.027024946,0.17369384,-1.006039086,-1.087893003,NA
864,0.653319047,0.598647413,-0.431068303,2.032220824,-0.486849836,0.27752378,0.412220012,-1.248171629,-1.028777854,0.239966691,-0.925296275,-1.102411323,NA
865,0.80781345,0.561431386,-0.36034628,2.031863716,-0.33784337,0.344387172,0.213943914,-1.234322354,-0.953888046,0.096317837,-0.849686646,-1.068081871,NA
866,0.682305524,0.296287067,-0.244319791,1.996686357,-0.328619685,0.102574565,0.057024699,-1.490694086,-0.883359174,-0.030428046,-0.887998822,-1.075545713,NA
867,0.407222774,-0.010501238,-0.027880354,1.859233181,-0.02799639,-0.010452981,0.001478596,-1.470778174,-0.757087854,0.078438591,-1.265739637,-1.171308947,NA
868,0.861557352,0.652315093,1.152093473,1.822768998,0.177336746,0.002410931,-0.008163396,-1.444780711,-0.564853705,0.134583853,0.153880673,-1.240515309,NA
869,0.684379646,0.639049481,1.25800124,1.831032293,0.10994206,0.180304826,0.307900048,-1.296035463,-0.807929145,0.107748954,0.10743589,-1.190486629,NA
870,0.684379646,0.589110783,1.25800124,1.867088817,-0.339130361,0.188052792,0.411169975,-1.34303429,-0.843720982,0.091312174,0.134472558,-1.199416516,NA
871,0.684379646,0.779176501,1.202332553,1.927793964,-0.431358785,0.242207341,0.430348079,-1.313226592,-0.877477182,0.088889822,0.377077434,-1.188248553,NA
872,-0.119678388,0.619679547,-0.696750399,1.951936417,-1.263738072,0.418852818,0.513906784,-1.149569344,-1.105083631,0.021728075,0.036089883,-1.143184779,NA
873,NA,0.648574003,NA,2.088042253,-2.558676758,0.242075539,0.565624956,-1.163232635,-1.107891192,0.09707104,0.3046126,-1.172693058,NA
874,1.276569477,1.076248056,-0.696750399,2.251379804,-0.955874646,1.05154915,-0.166013873,-0.749888542,0.154796608,1.218443951,-0.793879837,-0.166013873,NA
875,0.487251227,0.839534063,-0.863137432,2.082256067,-1.265378802,0.264591933,0.281233467,-0.646321541,-1.421794126,0.592085792,-1.291201663,-1.082475802,NA
876,0.345251479,0.811002683,-0.383958311,2.03970963,-0.616201286,0.617015224,0.290786609,-1.04391169,-1.068617339,-0.138157809,-1.233397536,-1.122925075,NA
877,0.132676944,0.691229969,-0.154491114,2.03727358,-0.258341074,0.758661173,0.376991556,-1.133196615,-1.068064454,-0.424603125,-1.361955997,-0.985415279,NA
878,0.362290503,0.476820509,0.28967084,1.978385329,-0.282987999,0.720477926,0.529728747,-1.365231558,-1.028729963,-0.993521862,-1.613694331,-0.911790153,NA
879,0.485650418,0.545641411,1.012030295,2.043300422,0.074572097,0.686458347,0.599442061,-1.538951143,-0.932159562,-1.308061503,-2.14193697,-0.531755933,NA
880,0.319240208,0.850398444,0.927193728,2.059035967,0.204771711,0.712238905,0.543310746,-1.538523546,-0.944031762,-0.590443329,-2.461682883,-0.07365799,NA
881,0.706809821,0.997629693,1.073608602,2.102585728,0.143325635,0.694428689,0.591324078,-1.565017367,-0.954094659,-0.109941943,-2.033320096,0.18228112,NA
882,0.71107632,0.624492899,0.976062899,2.09170169,0.154683278,0.807231371,0.477704994,-1.517460106,-0.987996761,0.181515416,-1.920474097,-0.437018479,NA
883,0.957810546,0.736217107,0.61252434,2.010096227,0.066670277,0.91515095,0.235838272,-1.532623557,-0.785324817,0.375132463,-1.327950007,-0.456381526,NA
884,1.583463764,0.587157648,0.309443112,2.04171465,0.123866441,0.849241662,0.333292196,-1.374964545,-0.836452066,0.277002969,-1.245919794,-0.731027483,NA
885,0.820347327,0.725987847,0.032628274,1.894905912,0.018596075,0.673681025,0.209663596,-1.247958132,-0.688250545,0.191889696,-1.168957236,-0.83168281,NA
886,0.554414255,0.62042005,0.397712142,1.93256872,-0.119195679,0.414864686,0.204387325,-1.258693756,-0.766793218,0.315784591,-1.023356692,-0.758302992,NA
887,0.323244397,0.234675004,0.492606131,1.926380652,-0.219800727,0.317256781,0.40324849,-1.173866672,-0.919368942,0.245922297,-1.483293345,-0.881486059,NA
888,0.081533365,0.248282406,0.899887874,1.860733803,-0.421977867,0.206018761,0.326320459,-1.206593577,-0.849895958,0.17543616,-1.554392902,-0.95523042,NA
889,0.236127082,0.017075454,0.721046886,1.945242243,-0.538173547,0.207170338,0.210557382,-1.258557789,-0.973038124,0.201419648,-1.802012943,-1.032899082,NA
890,0.362290503,0.335398725,0.355881317,1.907506147,-0.454519754,0.192469162,0.199921894,-1.328941249,-1.046286487,0.053370658,-1.601224871,-1.040651396,NA
891,0.099851395,1.116090114,0.542894872,2.008424399,-0.700214643,0.086954359,0.41151418,-1.412923903,-0.760498824,0.27899533,-1.4891998,-1.042767025,NA
892,-0.021957,0.9956545,-0.709382633,2.016072691,-0.522041151,-0.01341581,0.488442523,-1.43442853,-0.842445098,0.414251207,-1.418003068,-1.114806044,NA
893,0.036882964,0.864588362,-0.709382633,2.00566744,-0.398097944,0.034560613,0.687702209,-1.340914947,-0.984864886,0.44975794,-1.242406756,-1.12507477,NA
894,0.050303156,0.680399434,-0.424639232,2.050069889,-0.41071725,0.101864927,0.624132167,-1.290332398,-1.126926103,0.570949477,-1.518461474,-1.161913703,NA
895,0.258705887,0.197554876,-0.891651729,2.062911801,-0.17863361,0.18824999,0.558497848,-1.238389244,-1.444191597,0.431581883,-1.444888198,-1.192698702,NA
896,0.626155182,0.100930796,-0.919892442,2.107399645,-0.132258018,0.436181753,0.589541792,-1.324499076,-1.545161534,0.407968584,-1.30736261,-1.121700117,NA
897,0.861557352,0.214567077,-0.534799581,2.130283559,-0.133158251,0.370752577,0.331936071,-1.408319065,-1.546294139,0.328403155,-1.266278058,-1.133969114,NA
898,0.939157126,0.641060257,-0.705352617,2.007979363,0.229073905,0.301352927,-0.014431086,-1.477362827,-1.052422571,0.199359585,-1.065319266,-1.153610558,NA
899,1.143166339,0.380886392,-0.291956798,1.970119801,0.308743752,0.196503033,-0.493596746,-1.503656848,-0.935751795,0.173004321,-0.882720455,-1.014047012,NA
900,-0.119678388,0.520310051,0.826268494,1.891583434,0.457831513,0.148985749,-0.579808189,-1.515028988,-0.893414404,0.322291189,-0.424439037,-1.18316484,NA
901,NA,0.165529765,-0.138504945,1.90463401,0.32374914,0.170738821,-0.478607756,-1.395045741,-0.569908504,0.392252766,NA,0.547823726,NA
902,NA,0.080656909,-0.138504945,1.755509909,-0.165937092,0.305178806,-0.143391232,-1.313121415,-0.680414469,0.377767504,2.05305731,-0.253697846,NA
903,NA,0.082495142,-0.138504945,1.643799082,-0.445601643,0.492889458,0.099589805,-1.274623734,-0.982544229,0.495367766,1.869550352,-0.008688198,NA
904,-0.119678388,-0.17234962,-0.560280609,1.681589949,-0.451982555,0.271041417,0.14271588,-1.072472536,-1.178144034,0.276417932,0.639522083,-0.276948916,NA
905,1.571538447,-0.117490793,0.28967084,1.761875812,-0.396553272,0.217728768,0.362212277,-1.077958248,-1.339700368,0.163881348,0.02436723,-0.415450463,NA
906,0.963315665,0.118195596,0.481234417,1.922763122,-0.29460076,0.194464656,0.295714362,-1.124595665,-1.370834604,0.220487544,-0.158358432,-0.52148578,NA
907,0.811425198,0.438723381,0.620110013,1.982081343,-0.024304011,0.128526619,0.450454433,-1.144250028,-1.365921086,0.159710395,-0.678285064,-0.807230219,NA
908,0.908805366,0.220905996,0.522342299,2.033649422,0.092500714,0.080441628,0.471317999,-0.962565543,-1.221356658,0.049800385,-0.818969616,-0.900268422,NA
909,0.40350681,-0.195104905,0.631642304,2.081363134,0.444728819,0.263646558,0.42427264,-1.089588357,-1.429886006,-0.450115586,-0.55367541,-0.929575105,NA
910,0.569216172,-0.346023761,0.758579628,2.118796427,0.562622377,0.314528268,0.664501776,-1.150042865,-1.581924439,-0.962209329,-0.47487895,-0.880073303,NA
911,0.592029449,-0.467650291,0.668884817,2.06932286,0.400294033,0.296913162,0.326560255,-1.15155401,-1.430159128,-1.27542797,-0.148322305,-0.776380145,NA
912,0.508119686,-0.262920077,0.969919296,2.08693815,0.199231063,0.464547796,NA,-1.25722692,-1.569717921,-1.649779808,0.363259225,0.15442343,NA
913,1.005106225,-0.189329627,1.209671359,2.071832882,-0.00796191,0.564722882,NA,-0.81371803,-1.402814504,-1.659380904,0.502514374,NA,NA
